asset,strategy,interval,score_th,rule,n,win%,mean%,median%,held,total%,MDD%,Sharpe_ann,PF,_max_hold,_trailing_pct,_take_profit_pct,_cut_1bar_neg,_cut_short_thr,_cut_short_at
crypto,trend_chase,1d,85,hold_60d_trail20_TP30,88,55.7,10.74,2.19,33.0,35163.5,-68.5,1.37,2.51,60,0.2,0.3,False,-999,2
crypto,trend_chase,1d,90,hold_60d_trail15_cut3d,59,35.6,5.88,-6.88,18.8,315.7,-73.0,0.6,1.79,60,0.15,0.0,False,-5,3
crypto,trend_chase,1d,90,hold_30d_trail10,59,45.8,1.88,-3.83,17.9,-6.4,-86.3,0.28,1.28,30,0.1,0.0,False,-999,2
crypto,trend_chase,1d,90,hold_60d_trail20_TP30,59,57.6,12.34,9.71,32.8,10951.2,-53.4,1.25,2.82,60,0.2,0.3,False,-999,2
crypto,trend_chase,1w,60,hold_13w_trail15_cut1w,1,100.0,24.99,24.99,6.0,25.0,0.0,0.0,99.99,13,0.15,0.0,True,-999,2
crypto,trend_chase,1w,60,hold_8w_trail15,1,100.0,24.99,24.99,6.0,25.0,0.0,0.0,99.99,8,0.15,0.0,False,-999,2
crypto,trend_chase,1w,60,hold_13w_trail20_TP30,1,100.0,34.89,34.89,3.0,34.9,0.0,0.0,99.99,13,0.2,0.3,False,-999,2
crypto,trend_chase,1w,70,hold_13w_trail15_cut1w,1,100.0,24.99,24.99,6.0,25.0,0.0,0.0,99.99,13,0.15,0.0,True,-999,2
crypto,trend_chase,1w,70,hold_8w_trail15,1,100.0,24.99,24.99,6.0,25.0,0.0,0.0,99.99,8,0.15,0.0,False,-999,2
crypto,trend_chase,1w,70,hold_13w_trail20_TP30,1,100.0,34.89,34.89,3.0,34.9,0.0,0.0,99.99,13,0.2,0.3,False,-999,2
crypto,trend_chase,1w,75,hold_13w_trail15_cut1w,1,100.0,24.99,24.99,6.0,25.0,0.0,0.0,99.99,13,0.15,0.0,True,-999,2
crypto,trend_chase,1w,75,hold_8w_trail15,1,100.0,24.99,24.99,6.0,25.0,0.0,0.0,99.99,8,0.15,0.0,False,-999,2
crypto,trend_chase,1w,75,hold_13w_trail20_TP30,1,100.0,34.89,34.89,3.0,34.9,0.0,0.0,99.99,13,0.2,0.3,False,-999,2
crypto,trend_chase,1w,80,hold_13w_trail15_cut1w,1,100.0,24.99,24.99,6.0,25.0,0.0,0.0,99.99,13,0.15,0.0,True,-999,2
crypto,trend_chase,1w,80,hold_8w_trail15,1,100.0,24.99,24.99,6.0,25.0,0.0,0.0,99.99,8,0.15,0.0,False,-999,2
crypto,trend_chase,1w,80,hold_13w_trail20_TP30,1,100.0,34.89,34.89,3.0,34.9,0.0,0.0,99.99,13,0.2,0.3,False,-999,2
crypto,trend_chase,1w,85,hold_13w_trail15_cut1w,1,100.0,24.99,24.99,6.0,25.0,0.0,0.0,99.99,13,0.15,0.0,True,-999,2
crypto,trend_chase,1w,85,hold_8w_trail15,1,100.0,24.99,24.99,6.0,25.0,0.0,0.0,99.99,8,0.15,0.0,False,-999,2
crypto,trend_chase,1w,85,hold_13w_trail20_TP30,1,100.0,34.89,34.89,3.0,34.9,0.0,0.0,99.99,13,0.2,0.3,False,-999,2
crypto,trend_chase,1w,90,hold_13w_trail15_cut1w,1,100.0,24.99,24.99,6.0,25.0,0.0,0.0,99.99,13,0.15,0.0,True,-999,2
crypto,trend_chase,1w,90,hold_8w_trail15,1,100.0,24.99,24.99,6.0,25.0,0.0,0.0,99.99,8,0.15,0.0,False,-999,2
crypto,trend_chase,1w,90,hold_13w_trail20_TP30,1,100.0,34.89,34.89,3.0,34.9,0.0,0.0,99.99,13,0.2,0.3,False,-999,2
crypto,trend_chase,4h,60,hold_120bars_trail15_cut24h,11682,31.8,0.31,-5.57,52.9,-100.0,-100.0,0.62,1.05,120,0.15,0.0,False,-4,6
crypto,trend_chase,4h,60,hold_60bars_trail10,11682,38.1,-0.09,-3.69,37.6,-100.0,-100.0,-0.21,0.98,60,0.1,0.0,False,-999,2
crypto,trend_chase,4h,60,hold_120bars_trail20_TP30,11682,38.7,0.1,-5.56,81.5,-100.0,-100.0,0.2,1.01,120,0.2,0.3,False,-999,2
crypto,trend_chase,4h,70,hold_120bars_trail15_cut24h,7032,30.6,0.13,-5.78,48.7,-100.0,-100.0,0.19,1.02,120,0.15,0.0,False,-4,6
crypto,trend_chase,4h,70,hold_60bars_trail10,7032,37.2,-0.28,-4.07,36.3,-100.0,-100.0,-0.5,0.95,60,0.1,0.0,False,-999,2
crypto,trend_chase,4h,70,hold_120bars_trail20_TP30,7032,37.8,0.04,-6.13,79.9,-100.0,-100.0,0.06,1.0,120,0.2,0.3,False,-999,2
crypto,trend_chase,4h,75,hold_120bars_trail15_cut24h,4459,29.5,-0.02,-6.0,44.3,-100.0,-100.0,-0.03,1.0,120,0.15,0.0,False,-4,6
crypto,trend_chase,4h,75,hold_60bars_trail10,4459,36.3,-0.41,-4.44,35.3,-100.0,-100.0,-0.53,0.94,60,0.1,0.0,False,-999,2
crypto,trend_chase,4h,75,hold_120bars_trail20_TP30,4459,36.5,-0.33,-6.47,78.5,-100.0,-100.0,-0.38,0.97,120,0.2,0.3,False,-999,2
crypto,trend_chase,4h,80,hold_120bars_trail15_cut24h,3769,28.9,-0.22,-6.24,42.1,-100.0,-100.0,-0.24,0.97,120,0.15,0.0,False,-4,6
crypto,trend_chase,4h,80,hold_60bars_trail10,3769,35.7,-0.63,-4.69,34.8,-100.0,-100.0,-0.77,0.9,60,0.1,0.0,False,-999,2
crypto,trend_chase,4h,80,hold_120bars_trail20_TP30,3769,35.7,-0.66,-6.92,77.5,-100.0,-100.0,-0.72,0.93,120,0.2,0.3,False,-999,2
crypto,trend_chase,4h,85,hold_120bars_trail15_cut24h,2479,27.6,-0.5,-6.67,37.8,-100.0,-100.0,-0.42,0.93,120,0.15,0.0,False,-4,6
crypto,trend_chase,4h,85,hold_60bars_trail10,2479,34.9,-1.19,-5.17,34.3,-100.0,-100.0,-1.17,0.83,60,0.1,0.0,False,-999,2
crypto,trend_chase,4h,85,hold_120bars_trail20_TP30,2479,34.0,-1.34,-7.63,76.7,-100.0,-100.0,-1.15,0.87,120,0.2,0.3,False,-999,2
crypto,trend_chase,4h,90,hold_120bars_trail15_cut24h,1782,26.3,-0.59,-7.04,34.5,-100.0,-100.0,-0.4,0.92,120,0.15,0.0,False,-4,6
crypto,trend_chase,4h,90,hold_60bars_trail10,1782,33.6,-1.49,-5.51,33.5,-100.0,-100.0,-1.16,0.8,60,0.1,0.0,False,-999,2
crypto,trend_chase,4h,90,hold_120bars_trail20_TP30,1782,32.8,-1.74,-8.54,75.3,-100.0,-100.0,-1.27,0.83,120,0.2,0.3,False,-999,2
crypto,trend_pullback,1d,60,hold_60d_trail15_cut3d,12575,29.7,1.79,-7.31,15.9,-100.0,-100.0,2.46,1.22,60,0.15,0.0,False,-5,3
crypto,trend_pullback,1d,60,hold_30d_trail10,12575,36.2,0.59,-4.73,15.0,-100.0,-100.0,0.95,1.08,30,0.1,0.0,False,-999,2
crypto,trend_pullback,1d,60,hold_60d_trail20_TP30,12575,36.6,0.45,-9.08,26.6,-100.0,-100.0,0.69,1.04,60,0.2,0.3,False,-999,2
crypto,trend_pullback,1d,70,hold_60d_trail15_cut3d,11230,31.2,2.19,-7.09,16.1,-100.0,-100.0,2.81,1.28,60,0.15,0.0,False,-5,3
crypto,trend_pullback,1d,70,hold_30d_trail10,11230,37.4,0.82,-4.57,15.3,-100.0,-100.0,1.28,1.11,30,0.1,0.0,False,-999,2
crypto,trend_pullback,1d,70,hold_60d_trail20_TP30,11230,38.5,1.37,-7.74,26.9,-100.0,-100.0,1.98,1.12,60,0.2,0.3,False,-999,2
crypto,trend_pullback,1d,75,hold_60d_trail15_cut3d,10175,31.0,2.01,-6.96,16.5,-100.0,-100.0,2.47,1.25,60,0.15,0.0,False,-5,3
crypto,trend_pullback,1d,75,hold_30d_trail10,10175,37.4,0.68,-4.4,15.6,-100.0,-100.0,1.02,1.09,30,0.1,0.0,False,-999,2
crypto,trend_pullback,1d,75,hold_60d_trail20_TP30,10175,38.8,1.38,-7.34,27.5,-100.0,-100.0,1.92,1.12,60,0.2,0.3,False,-999,2
crypto,trend_pullback,1d,80,hold_60d_trail15_cut3d,8070,31.8,2.35,-6.8,16.4,-100.0,-100.0,2.56,1.31,60,0.15,0.0,False,-5,3
crypto,trend_pullback,1d,80,hold_30d_trail10,8070,38.6,0.92,-4.04,15.6,-100.0,-100.0,1.26,1.12,30,0.1,0.0,False,-999,2
crypto,trend_pullback,1d,80,hold_60d_trail20_TP30,8070,39.8,1.93,-6.52,27.2,-100.0,-100.0,2.41,1.17,60,0.2,0.3,False,-999,2
crypto,trend_pullback,1d,85,hold_60d_trail15_cut3d,6770,32.1,2.15,-6.78,16.1,-100.0,-100.0,2.27,1.28,60,0.15,0.0,False,-5,3
crypto,trend_pullback,1d,85,hold_30d_trail10,6770,38.9,1.12,-3.86,15.5,-100.0,-100.0,1.42,1.15,30,0.1,0.0,False,-999,2
crypto,trend_pullback,1d,85,hold_60d_trail20_TP30,6770,40.3,2.18,-6.33,27.1,-100.0,-100.0,2.49,1.2,60,0.2,0.3,False,-999,2
crypto,trend_pullback,1d,90,hold_60d_trail15_cut3d,4218,32.4,2.43,-6.64,16.0,-100.0,-100.0,2.06,1.33,60,0.15,0.0,False,-5,3
crypto,trend_pullback,1d,90,hold_30d_trail10,4218,39.4,1.11,-3.5,15.8,-100.0,-100.0,1.15,1.15,30,0.1,0.0,False,-999,2
crypto,trend_pullback,1d,90,hold_60d_trail20_TP30,4218,40.7,2.53,-5.65,27.4,-100.0,-100.0,2.28,1.23,60,0.2,0.3,False,-999,2
crypto,trend_pullback,1w,60,hold_13w_trail15_cut1w,658,26.3,4.95,-6.24,3.8,2927.9,-100.0,1.29,1.64,13,0.15,0.0,True,-999,2
crypto,trend_pullback,1w,60,hold_8w_trail15,658,44.4,10.5,-4.31,6.7,76286.3,-100.0,2.01,1.86,8,0.15,0.0,False,-999,2
crypto,trend_pullback,1w,60,hold_13w_trail20_TP30,658,47.1,6.51,-4.5,7.8,-100.0,-100.0,1.65,1.46,13,0.2,0.3,False,-999,2
crypto,trend_pullback,1w,70,hold_13w_trail15_cut1w,388,28.4,7.58,-5.08,4.0,3086855.5,-98.6,1.45,2.08,13,0.15,0.0,True,-999,2
crypto,trend_pullback,1w,70,hold_8w_trail15,388,44.8,9.82,-4.06,6.9,3232.1,-100.0,1.48,1.81,8,0.15,0.0,False,-999,2
crypto,trend_pullback,1w,70,hold_13w_trail20_TP30,388,48.2,7.58,-1.95,8.0,-93.6,-100.0,1.45,1.55,13,0.2,0.3,False,-999,2
crypto,trend_pullback,1w,75,hold_13w_trail15_cut1w,333,28.8,7.54,-4.78,4.1,827001.6,-96.0,1.34,2.1,13,0.15,0.0,True,-999,2
crypto,trend_pullback,1w,75,hold_8w_trail15,333,46.2,9.94,-3.23,6.9,4932.8,-100.0,1.41,1.83,8,0.15,0.0,False,-999,2
crypto,trend_pullback,1w,75,hold_13w_trail20_TP30,333,50.5,9.09,0.08,7.9,1899.8,-100.0,1.6,1.69,13,0.2,0.3,False,-999,2
crypto,trend_pullback,1w,80,hold_13w_trail15_cut1w,207,31.9,10.64,-4.21,4.5,3206153.9,-84.5,1.39,2.7,13,0.15,0.0,True,-999,2
crypto,trend_pullback,1w,80,hold_8w_trail15,207,45.9,8.39,-2.33,6.8,917.9,-98.0,1.08,1.75,8,0.15,0.0,False,-999,2
crypto,trend_pullback,1w,80,hold_13w_trail20_TP30,207,50.7,8.94,0.49,7.8,1136.1,-99.3,1.29,1.71,13,0.2,0.3,False,-999,2
crypto,trend_pullback,1w,85,hold_13w_trail15_cut1w,142,28.2,8.99,-4.2,4.4,16904.4,-86.0,0.95,2.47,13,0.15,0.0,True,-999,2
crypto,trend_pullback,1w,85,hold_8w_trail15,142,42.3,4.98,-4.45,7.0,-87.3,-99.1,0.56,1.43,8,0.15,0.0,False,-999,2
crypto,trend_pullback,1w,85,hold_13w_trail20_TP30,142,50.0,7.47,-0.19,8.2,92.9,-99.1,0.91,1.59,13,0.2,0.3,False,-999,2
crypto,trend_pullback,1w,90,hold_13w_trail15_cut1w,86,30.2,9.17,-2.48,4.3,4770.1,-54.2,0.81,2.86,13,0.15,0.0,True,-999,2
crypto,trend_pullback,1w,90,hold_8w_trail15,86,48.8,9.7,-1.65,7.2,1326.6,-94.8,0.83,1.96,8,0.15,0.0,False,-999,2
crypto,trend_pullback,1w,90,hold_13w_trail20_TP30,86,57.0,10.11,10.68,8.1,1986.9,-95.9,1.04,1.93,13,0.2,0.3,False,-999,2
crypto,trend_pullback,4h,60,hold_120bars_trail15_cut24h,34979,27.9,-0.12,-6.3,43.5,-100.0,-100.0,-0.38,0.98,120,0.15,0.0,False,-4,6
crypto,trend_pullback,4h,60,hold_60bars_trail10,34979,34.2,-0.37,-4.68,32.5,-100.0,-100.0,-1.46,0.94,60,0.1,0.0,False,-999,2
crypto,trend_pullback,4h,60,hold_120bars_trail20_TP30,34979,35.1,-0.5,-8.47,68.9,-100.0,-100.0,-1.6,0.95,120,0.2,0.3,False,-999,2
crypto,trend_pullback,4h,70,hold_120bars_trail15_cut24h,36440,27.5,-0.17,-6.31,42.8,-100.0,-100.0,-0.56,0.98,120,0.15,0.0,False,-4,6
crypto,trend_pullback,4h,70,hold_60bars_trail10,36440,34.4,-0.29,-4.73,32.5,-100.0,-100.0,-1.17,0.95,60,0.1,0.0,False,-999,2
crypto,trend_pullback,4h,70,hold_120bars_trail20_TP30,36440,34.9,-0.46,-8.61,68.5,-100.0,-100.0,-1.51,0.95,120,0.2,0.3,False,-999,2
crypto,trend_pullback,4h,75,hold_120bars_trail15_cut24h,37176,26.9,-0.34,-6.38,42.1,-100.0,-100.0,-1.15,0.95,120,0.15,0.0,False,-4,6
crypto,trend_pullback,4h,75,hold_60bars_trail10,37176,34.0,-0.35,-4.84,32.5,-100.0,-100.0,-1.41,0.94,60,0.1,0.0,False,-999,2
crypto,trend_pullback,4h,75,hold_120bars_trail20_TP30,37176,34.8,-0.47,-8.67,68.5,-100.0,-100.0,-1.57,0.95,120,0.2,0.3,False,-999,2
crypto,trend_pullback,4h,80,hold_120bars_trail15_cut24h,30461,26.8,-0.34,-6.38,41.1,-100.0,-100.0,-1.05,0.95,120,0.15,0.0,False,-4,6
crypto,trend_pullback,4h,80,hold_60bars_trail10,30461,34.0,-0.34,-4.86,32.2,-100.0,-100.0,-1.28,0.94,60,0.1,0.0,False,-999,2
crypto,trend_pullback,4h,80,hold_120bars_trail20_TP30,30461,34.8,-0.42,-8.68,67.8,-100.0,-100.0,-1.25,0.96,120,0.2,0.3,False,-999,2
crypto,trend_pullback,4h,85,hold_120bars_trail15_cut24h,24429,26.8,-0.31,-6.39,40.1,-100.0,-100.0,-0.85,0.96,120,0.15,0.0,False,-4,6
crypto,trend_pullback,4h,85,hold_60bars_trail10,24429,34.0,-0.32,-4.85,31.9,-100.0,-100.0,-1.05,0.95,60,0.1,0.0,False,-999,2
crypto,trend_pullback,4h,85,hold_120bars_trail20_TP30,24429,34.6,-0.52,-8.86,67.1,-100.0,-100.0,-1.4,0.95,120,0.2,0.3,False,-999,2
crypto,trend_pullback,4h,90,hold_120bars_trail15_cut24h,14576,27.3,-0.17,-6.37,40.2,-100.0,-100.0,-0.35,0.98,120,0.15,0.0,False,-4,6
crypto,trend_pullback,4h,90,hold_60bars_trail10,14576,34.6,-0.12,-4.74,32.0,-100.0,-100.0,-0.31,0.98,60,0.1,0.0,False,-999,2
crypto,trend_pullback,4h,90,hold_120bars_trail20_TP30,14576,35.4,-0.18,-8.45,67.5,-100.0,-100.0,-0.36,0.98,120,0.2,0.3,False,-999,2
kr,quiet_bottom,1d,binary,hold_252d_trail20_TP30,76,43.4,4.08,-8.27,58.1,36.7,-99.6,0.54,1.4,252,0.2,0.3,False,-999,2
kr,quiet_bottom,1d,binary,hold_60d_trail15,76,39.5,-4.03,-6.12,34.8,-99.1,-99.5,-0.77,0.58,60,0.15,0.0,False,-999,2
kr,quiet_bottom,1d,binary,hold_120d_trail20_TP25,76,46.1,2.24,-8.27,43.2,-66.2,-99.9,0.3,1.2,120,0.2,0.25,False,-999,2
kr,quiet_bottom,1d,binary,hold_252d_trail15,76,40.8,2.33,-5.09,59.8,-37.3,-97.7,0.33,1.28,252,0.15,0.0,False,-999,2
kr,quiet_bottom,1w,binary,hold_52w_trail20_TP30,607,60.6,16.48,30.26,20.1,1.5337928833161128e+33,-98.5,5.7,3.68,52,0.2,0.3,False,-999,2
kr,quiet_bottom,1w,binary,hold_26w_trail15,607,54.7,14.76,4.11,17.2,2.389711888092784e+25,-99.3,3.57,3.41,26,0.15,0.0,False,-999,2
kr,quiet_bottom,1w,binary,hold_52w_trail15,607,56.2,18.5,4.94,22.4,1.0228369740449931e+31,-98.3,3.88,4.15,52,0.15,0.0,False,-999,2
kr,quiet_bottom,1w,binary,hold_26w_trail20_TP25,607,61.0,12.81,24.81,15.1,1.170468659954462e+26,-97.0,4.89,3.08,26,0.2,0.25,False,-999,2
kr,trend_chase,1d,60,hold_252d_trail20_TP30,4011,47.9,6.69,-1.59,103.4,1.3135464376340823e+69,-100.0,7.23,1.91,252,0.2,0.3,False,-999,2
kr,trend_chase,1d,60,hold_60d_trail15,4011,46.1,2.9,-1.48,47.9,1.938185846764212e+23,-99.9,3.67,1.53,60,0.15,0.0,False,-999,2
kr,trend_chase,1d,60,hold_120d_trail20_TP25,4011,50.7,4.85,0.64,74.0,4.099811924815231e+50,-99.9,6.16,1.73,120,0.2,0.25,False,-999,2
kr,trend_chase,1d,60,hold_252d_trail15,4011,44.1,5.63,-2.81,91.1,6.347114396448779e+45,-100.0,5.02,1.89,252,0.15,0.0,False,-999,2
kr,trend_chase,1d,70,hold_252d_trail20_TP30,2506,48.4,7.01,-1.26,100.0,4.81665151282825e+46,-99.5,5.92,1.96,252,0.2,0.3,False,-999,2
kr,trend_chase,1d,70,hold_60d_trail15,2506,45.5,2.59,-1.8,46.9,1357669974324.4,-99.7,2.61,1.46,60,0.15,0.0,False,-999,2
kr,trend_chase,1d,70,hold_120d_trail20_TP25,2506,51.2,5.09,1.06,71.8,1.0274536524591038e+34,-98.0,5.0,1.75,120,0.2,0.25,False,-999,2
kr,trend_chase,1d,70,hold_252d_trail15,2506,44.8,5.85,-2.69,88.8,1.8158630434666144e+31,-99.7,4.12,1.93,252,0.15,0.0,False,-999,2
kr,trend_chase,1d,75,hold_252d_trail20_TP30,1572,47.3,6.47,-1.6,96.2,1.168094680039343e+26,-99.8,4.29,1.85,252,0.2,0.3,False,-999,2
kr,trend_chase,1d,75,hold_60d_trail15,1572,44.1,2.43,-2.64,45.5,3489962.0,-100.0,1.87,1.42,60,0.15,0.0,False,-999,2
kr,trend_chase,1d,75,hold_120d_trail20_TP25,1572,49.7,4.88,-0.5,69.1,2.072388712456058e+20,-99.1,3.74,1.69,120,0.2,0.25,False,-999,2
kr,trend_chase,1d,75,hold_252d_trail15,1572,44.6,5.77,-2.78,85.9,8.251999644210512e+18,-98.4,3.13,1.9,252,0.15,0.0,False,-999,2
kr,trend_chase,1d,80,hold_252d_trail20_TP30,1451,47.8,6.65,-1.4,95.4,2.232971742969534e+25,-99.4,4.24,1.89,252,0.2,0.3,False,-999,2
kr,trend_chase,1d,80,hold_60d_trail15,1451,44.5,2.51,-2.55,45.4,8270514.5,-99.8,1.89,1.43,60,0.15,0.0,False,-999,2
kr,trend_chase,1d,80,hold_120d_trail20_TP25,1451,50.2,5.03,0.26,68.8,8.667446374343823e+19,-97.6,3.72,1.72,120,0.2,0.25,False,-999,2
kr,trend_chase,1d,80,hold_252d_trail15,1451,44.6,5.96,-2.74,85.1,3.6507458221403264e+18,-97.9,3.08,1.94,252,0.15,0.0,False,-999,2
kr,trend_chase,1d,85,hold_252d_trail20_TP30,892,47.1,6.88,-1.65,91.0,7.897235100808155e+16,-99.0,3.39,1.91,252,0.2,0.3,False,-999,2
kr,trend_chase,1d,85,hold_60d_trail15,892,43.8,2.33,-2.56,43.8,14974.1,-99.7,1.38,1.39,60,0.15,0.0,False,-999,2
kr,trend_chase,1d,85,hold_120d_trail20_TP25,892,48.7,5.01,-1.61,66.2,5929443248746.7,-94.3,2.88,1.72,120,0.2,0.25,False,-999,2
kr,trend_chase,1d,85,hold_252d_trail15,892,44.7,5.62,-2.36,79.8,207415370533.0,-99.4,2.35,1.88,252,0.15,0.0,False,-999,2
kr,trend_chase,1d,90,hold_252d_trail20_TP30,703,45.4,6.46,-2.99,86.7,3557101305241.1,-96.5,2.82,1.84,252,0.2,0.3,False,-999,2
kr,trend_chase,1d,90,hold_60d_trail15,703,43.4,2.3,-2.63,42.7,4500.8,-99.4,1.23,1.38,60,0.15,0.0,False,-999,2
kr,trend_chase,1d,90,hold_120d_trail20_TP25,703,47.7,5.18,-2.29,64.5,78960007435.3,-91.2,2.61,1.73,120,0.2,0.25,False,-999,2
kr,trend_chase,1d,90,hold_252d_trail15,703,43.7,5.31,-3.09,74.8,387048990.3,-98.2,1.99,1.83,252,0.15,0.0,False,-999,2
kr,trend_chase,1w,60,hold_52w_trail20_TP30,81,67.9,15.46,20.39,35.1,1746248.0,-59.7,2.42,4.8,52,0.2,0.3,False,-999,2
kr,trend_chase,1w,60,hold_26w_trail15,81,60.5,12.84,5.14,21.9,125635.8,-70.1,1.54,3.75,26,0.15,0.0,False,-999,2
kr,trend_chase,1w,60,hold_52w_trail15,81,59.3,15.98,7.83,35.0,880720.2,-67.2,1.83,4.4,52,0.15,0.0,False,-999,2
kr,trend_chase,1w,60,hold_26w_trail20_TP25,81,66.7,9.41,11.13,20.5,36958.5,-54.8,1.79,3.17,26,0.2,0.25,False,-999,2
kr,trend_chase,1w,70,hold_52w_trail20_TP30,60,70.0,15.99,21.96,36.8,174590.4,-56.7,2.14,5.15,52,0.2,0.3,False,-999,2
kr,trend_chase,1w,70,hold_26w_trail15,60,60.0,11.15,4.48,21.9,7803.2,-65.4,1.15,3.28,26,0.15,0.0,False,-999,2
kr,trend_chase,1w,70,hold_52w_trail15,60,58.3,15.46,5.66,36.2,55146.9,-64.7,1.48,4.23,52,0.15,0.0,False,-999,2
kr,trend_chase,1w,70,hold_26w_trail20_TP25,60,66.7,8.54,7.39,20.9,4694.6,-58.4,1.39,2.88,26,0.2,0.25,False,-999,2
kr,trend_chase,1w,75,hold_52w_trail20_TP30,43,72.1,16.06,23.53,34.1,17618.9,-56.7,1.68,4.43,52,0.2,0.3,False,-999,2
kr,trend_chase,1w,75,hold_26w_trail15,43,58.1,15.11,3.94,21.4,7509.0,-65.4,1.18,4.07,26,0.15,0.0,False,-999,2
kr,trend_chase,1w,75,hold_52w_trail15,43,58.1,18.54,8.44,34.4,18583.8,-64.7,1.33,4.25,52,0.15,0.0,False,-999,2
kr,trend_chase,1w,75,hold_26w_trail20_TP25,43,65.1,8.83,8.25,19.9,1600.7,-52.5,1.18,2.9,26,0.2,0.25,False,-999,2
kr,trend_chase,1w,80,hold_52w_trail20_TP30,37,73.0,16.86,26.79,33.6,10452.2,-56.7,1.6,4.61,52,0.2,0.3,False,-999,2
kr,trend_chase,1w,80,hold_26w_trail15,37,64.9,16.78,8.61,21.1,7185.1,-55.1,1.22,4.86,26,0.15,0.0,False,-999,2
kr,trend_chase,1w,80,hold_52w_trail15,37,62.2,19.39,8.61,34.3,12000.4,-67.3,1.31,4.73,52,0.15,0.0,False,-999,2
kr,trend_chase,1w,80,hold_26w_trail20_TP25,37,73.0,10.95,13.68,20.0,2284.3,-46.5,1.37,3.8,26,0.2,0.25,False,-999,2
