asset,symbol,entry_dt,entry_close,+1w_%,+2w_%,+3w_%,+4w_%,+5w_%,+6w_%,+7w_%,+8w_%
kr,035720,2023-12-08,51700.0,6.2,2.1,5.0,7.9,16.8,11.4,9.5,8.9
kr,035720,2024-12-06,44500.0,3.1,-8.3,-12.7,-14.5,-17.9,-18.2,-19.7,-13.8
kr,036460,2023-12-08,25600.0,-1.6,-3.3,-3.5,-5.3,-7.6,-10.5,-7.8,7.6
kr,036460,2024-01-05,24250.0,-2.5,-5.6,-2.7,13.6,14.0,12.0,24.5,19.6
kr,036460,2024-02-02,27550.0,0.4,-1.5,9.6,5.3,6.0,4.7,1.5,-2.5
kr,036570,2024-08-23,192200.0,-2.4,-6.3,-6.5,-4.8,-0.2,8.7,2.0,0.5
kr,036570,2025-06-13,176500.0,7.9,5.2,17.3,19.8,18.7,10.7,8.0,14.4
kr,042700,2025-08-15,93000.0,-6.7,-6.5,-10.9,-2.3,0.3,-3.4,8.2,28.1
kr,047040,2023-08-04,4535.0,2.8,-1.2,-4.2,0.7,-1.9,0.8,-4.4,-7.3
kr,047040,2023-11-17,4475.0,1.9,3.4,-1.0,-2.8,-7.6,-7.4,-8.4,-6.0
kr,047050,2025-03-07,58600.0,-4.9,0.7,-12.6,-18.0,-10.4,-12.3,-15.8,-16.7
kr,051900,2024-03-15,345500.0,10.4,10.0,7.2,6.5,7.4,13.5,25.0,34.9
kr,051900,2025-07-18,330500.0,-1.1,-11.3,-9.8,-7.6,-9.2,-10.6,-10.3,-11.0
kr,051900,2026-05-08,275500.0,-2.5,,,,,,,
kr,051910,2024-02-16,504000.0,-6.3,-10.1,-12.1,-14.5,-10.8,-12.9,-20.6,-22.0
kr,051910,2025-07-04,264500.0,2.8,3.0,16.1,9.6,4.5,6.8,8.7,4.9
kr,051915,2025-07-04,130900.0,10.8,7.7,20.0,12.4,7.3,7.2,9.1,4.3
kr,066970,2025-08-15,90500.0,-8.8,-27.1,-30.7,-27.6,-17.7,-20.0,-18.5,-21.1
kr,068270,2023-05-19,159980.0,-0.5,-0.2,-2.8,-4.9,-5.8,-12.1,-14.5,-9.0
kr,069620,2023-09-29,112800.0,1.2,1.0,-11.0,-10.5,-9.9,-5.1,-4.8,-3.4
kr,069620,2023-11-10,107000.0,0.4,1.9,0.4,3.4,1.9,5.2,9.2,6.4
kr,069620,2023-12-29,116800.0,-2.6,-3.7,-3.7,-5.6,-5.1,1.7,0.4,-0.6
kr,071050,2023-09-15,56500.0,-3.0,-6.0,-8.1,-4.8,-8.8,-12.3,-4.1,0.7
kr,071050,2023-11-10,56900.0,1.8,1.9,3.2,8.1,10.2,9.0,7.7,-4.2
kr,071055,2023-09-15,42550.0,-1.3,-2.4,-3.5,-0.9,-3.3,-7.1,-4.2,-2.4
kr,073240,2025-08-22,4970.0,-0.2,-1.5,0.2,-0.4,-4.4,-5.2,-8.4,-6.6
kr,073240,2025-10-24,4785.0,-1.4,4.7,15.6,9.9,22.5,30.4,27.1,30.8
kr,073240,2025-11-07,5010.0,10.4,5.0,17.0,24.6,21.4,25.0,17.8,15.0
kr,079160,2024-03-01,6180.0,-8.7,-8.3,-7.8,-10.4,-8.7,-8.3,-6.3,-7.8
kr,079160,2024-07-26,5750.0,-0.3,-1.7,6.3,18.1,24.7,17.0,8.9,6.8
kr,079160,2024-08-16,6110.0,11.1,17.3,10.1,2.5,0.5,3.8,-6.5,-6.4
kr,079160,2025-06-06,5250.0,-0.8,1.3,-4.8,-1.1,0.2,-1.1,0.4,-4.2
kr,082640,2023-08-25,4110.0,3.4,3.8,16.2,16.9,14.7,21.2,19.7,17.4
kr,085620,2023-05-26,3045.0,10.0,12.8,14.8,20.9,23.3,16.1,17.7,17.1
kr,089860,2023-12-01,27350.0,-0.7,4.2,2.7,1.5,-3.3,-3.8,-4.8,-2.7
kr,089860,2024-03-15,27550.0,1.5,-0.4,1.3,-0.2,-3.4,-2.7,-1.6,-2.0
kr,090430,2023-08-11,130400.0,-6.4,-2.4,2.2,-0.2,-1.5,-6.6,-6.4,-11.0
kr,090430,2023-09-08,130100.0,-1.2,-6.4,-6.2,-10.8,-12.3,-17.7,-10.1,2.5
kr,090430,2025-04-25,119800.0,4.8,4.8,2.8,12.9,11.6,14.6,10.4,21.5
kr,090430,2025-11-21,134400.0,-7.5,-7.5,-9.4,-9.8,-11.5,-5.6,-11.3,-9.7
kr,090430,2026-01-02,126900.0,-6.1,-4.3,5.0,9.4,8.2,26.9,22.9,19.3
kr,090430,2026-01-23,133300.0,4.1,3.0,20.8,17.0,13.6,-1.3,-1.7,5.6
kr,090460,2024-05-10,22000.0,6.6,5.9,20.2,9.8,3.6,4.5,10.0,4.1
kr,090460,2025-08-08,15310.0,13.1,6.9,20.7,23.5,16.3,16.5,14.7,12.3
kr,093370,2023-07-14,13516.0,-4.5,-6.9,-9.0,-10.8,-14.7,-20.2,-15.3,-15.5
kr,093370,2025-06-13,5270.0,-4.0,-9.4,-6.9,-7.0,-9.1,-9.5,-12.6,-4.9
kr,093370,2025-07-18,4790.0,-0.4,-3.9,4.6,21.9,26.3,25.5,15.2,16.9
kr,096770,2024-09-27,118700.0,-2.1,-0.2,-5.6,-3.6,2.6,-6.4,-19.0,-0.9
kr,096770,2024-11-22,117600.0,-2.6,-2.9,2.5,-1.1,-5.6,1.2,6.0,9.5
kr,096770,2024-12-13,120500.0,-3.5,-7.9,-1.2,3.5,6.9,5.5,5.8,0.5
kr,096770,2025-01-03,119000.0,4.8,8.2,6.8,7.1,1.8,2.5,11.3,5.6
kr,097230,2023-06-16,3945.0,-0.8,3.8,16.7,15.8,7.0,2.5,4.9,2.9
kr,097230,2023-07-07,4605.0,-0.8,-8.4,-12.2,-10.1,-11.8,-16.4,-15.9,-18.6
kr,097230,2023-12-29,4450.0,-11.5,-13.9,-16.5,-20.0,-18.5,-17.6,-19.2,-19.1
kr,097950,2025-07-04,261500.0,-1.0,-2.7,-4.8,-5.0,-3.6,-9.8,-12.0,-12.4
kr,097950,2026-04-10,238500.0,-0.6,-1.0,3.4,-4.0,-5.5,,,
kr,100090,2024-09-13,14760.0,4.7,3.7,1.6,-3.4,-3.3,-15.5,-11.4,-12.5
kr,100090,2025-04-04,13510.0,2.5,2.0,13.0,6.7,12.4,45.8,41.0,42.3
kr,108320,2024-06-28,81300.0,-4.1,2.2,-4.1,-6.3,-13.0,-12.8,-13.0,-12.7
kr,108320,2024-07-12,83100.0,-6.1,-8.3,-14.9,-14.7,-14.9,-14.6,-17.6,-26.4
kr,108320,2025-02-07,62500.0,2.4,4.8,-4.0,-1.9,-7.8,-6.2,-10.4,-17.1
kr,108320,2025-02-21,65500.0,-8.4,-6.4,-12.1,-10.5,-14.5,-20.9,-24.0,-22.9
kr,108320,2025-05-16,61900.0,-5.5,-2.7,0.3,-3.1,1.8,6.3,7.6,4.0
kr,108320,2025-06-13,60000.0,5.0,9.7,11.0,7.3,9.2,-4.5,-10.3,-8.2
kr,108320,2025-10-10,59300.0,-3.4,-1.7,-3.4,-13.3,-14.2,-12.8,-12.6,-9.8
kr,108320,2026-01-30,54700.0,-1.1,1.1,2.9,6.8,-3.7,-5.7,-6.4,-5.7
kr,108320,2026-04-17,54600.0,18.9,14.7,14.3,13.7,,,,
kr,111770,2024-08-16,41350.0,-5.1,-8.2,-12.6,-6.2,-6.5,-1.6,-0.1,2.8
kr,111770,2024-09-13,38800.0,-0.4,4.9,6.4,9.5,9.8,3.4,8.0,6.3
kr,112610,2025-05-09,42750.0,14.3,-4.9,15.4,16.6,14.3,12.5,11.3,12.5
kr,112610,2025-05-30,49350.0,1.0,-1.0,-2.5,-3.5,-2.5,-1.9,-5.0,-2.1
kr,112610,2026-02-20,47800.0,12.3,8.8,15.9,38.3,25.9,60.9,40.6,36.0
kr,120110,2023-06-23,54300.0,-8.0,-8.0,-4.6,-5.7,-8.1,-5.9,0.7,-7.0
kr,120110,2025-02-21,34850.0,-4.2,-1.3,-9.0,-10.5,-12.8,-16.9,-19.4,-14.3
kr,120110,2025-03-07,34400.0,-7.8,-9.3,-11.6,-15.8,-18.3,-13.2,-11.9,-12.2
kr,137310,2023-12-01,12050.0,10.1,-1.9,-5.3,-5.1,-4.2,-3.3,-13.9,-12.5
kr,137310,2024-02-23,12700.0,-1.2,-9.8,-9.6,-0.2,-7.1,-12.2,-13.4,-23.6
kr,137310,2024-03-22,12680.0,-6.9,-12.1,-13.2,-23.5,-20.4,-16.9,-16.1,-15.5
kr,137310,2024-08-09,12750.0,2.6,-9.7,-16.0,-26.0,-23.3,-25.9,-26.0,-28.6
kr,137310,2024-11-22,10350.0,6.4,4.8,9.3,2.8,-1.9,4.6,16.8,13.3
kr,139480,2023-11-10,78500.0,-2.5,-0.8,-4.1,-6.5,-6.5,-1.8,-2.4,-9.0
kr,139480,2023-11-24,77900.0,-3.3,-5.8,-5.8,-1.0,-1.7,-8.3,-11.7,-12.8
kr,139480,2024-02-02,87400.0,-2.6,-11.9,-14.0,-15.3,-18.6,-19.6,-20.6,-22.5
kr,139480,2024-08-30,63700.0,-0.6,0.8,-3.0,-3.3,-8.8,-6.9,-1.6,-2.8
kr,139480,2024-10-18,62700.0,-1.3,1.9,-2.9,-1.8,-1.3,2.6,1.3,2.7
kr,139480,2024-11-29,64300.0,-1.2,0.2,2.3,5.9,-2.5,0.8,2.5,-1.6
kr,161390,2023-05-19,36850.0,-3.3,-4.3,-3.0,-6.0,-9.1,-6.6,-0.5,0.4
kr,161390,2025-03-07,38400.0,4.7,8.6,4.3,1.0,-1.3,1.0,4.9,7.2
kr,161390,2025-04-25,40300.0,2.1,-3.1,-0.4,-6.5,-4.5,-3.2,-3.1,-2.5
kr,178920,2023-12-15,30450.0,-0.2,0.2,1.3,-9.2,-15.3,-18.7,-21.7,-24.5
kr,178920,2024-06-21,25800.0,-3.1,8.3,19.2,20.5,11.6,9.9,1.7,5.0
kr,178920,2025-06-20,17740.0,-1.9,4.5,5.6,20.6,14.1,-2.8,-1.2,-2.2
kr,178920,2025-07-18,21400.0,-5.4,-19.4,-18.1,-18.9,-21.7,-20.6,-19.3,-17.8
kr,178920,2025-10-17,18170.0,5.6,-0.2,-6.4,-1.7,-11.4,-8.3,-8.1,-8.9
kr,178920,2026-02-06,18930.0,6.2,5.7,5.9,1.2,3.0,19.9,27.6,12.8
kr,181710,2024-02-02,25750.0,-1.4,9.3,10.1,3.1,-3.9,-1.6,-0.4,-4.1
kr,185750,2023-05-19,77672.0,1.3,4.0,3.1,-1.4,-3.3,-3.6,-9.6,-7.2
kr,185750,2025-07-04,86300.0,-2.1,1.2,-1.3,-5.0,-4.2,-3.8,-5.9,-7.4
kr,185750,2025-11-14,86700.0,-2.1,0.9,0.3,1.4,0.3,-1.4,-4.5,-4.8
kr,192080,2023-05-12,39843.0,0.5,-4.4,-5.1,-7.1,-10.0,-7.4,-10.4,-12.4
kr,192400,2023-05-12,16510.0,-1.8,-5.7,-6.0,-6.2,-9.6,-11.5,-0.5,-3.7
kr,192400,2023-06-30,16430.0,-3.2,-3.5,-3.6,-7.2,-6.4,-3.5,-6.3,5.3
kr,192400,2023-08-11,15860.0,-3.0,9.1,33.7,23.0,19.7,13.8,13.2,6.5
kr,195870,2025-01-24,26550.0,-6.0,-2.8,14.1,11.1,9.6,6.4,15.1,13.2
