symbol,score,verdict,s_1m,s_1w,s_1d,m_1w,m_1d,v_1w,acc_w,acc_d,ret_30d,ret_90d,risk_flags,reason,cut,Name,Marcap
031430,45.0,watch,B3,B5,A3,bounce_ma10,pullback_ma20,normal,0.0,0.0,0.171,0.263,drawdown_deep,1W B5 정배열 상승 확정이나 1D A3 토핑 후 풀백 진행 중. 큰 그림 상승 추세 유효하나 1D MA10/MA20 복귀 확인 필요.,False,신세계인터내셔날,489804000000
443060,45.0,skip,A3,A4,A4,pullback_ma10,pullback_ma10,normal,0.0,0.0,0.277,0.141,,전 TF A3~A4 토핑/하락 구간 정합. 월봉 이력 짧아(25봉) 패턴 신뢰도 제한. 일봉 MA 역배열 진행 중이며 반등 확인 전까지 매매 회피.,False,HD현대마린솔루션,11544615950000
031820,44.0,watch,B4,B5,A4,pullback_ma10,pullback_ma20,accumulation_suspect,0.0,0.0,0.045,0.227,"drawdown_deep,accumulation_suspect","주봉 B5(상승 retest), 일봉 A4(하락 첫 시도) 분리. 주봉 정배열+ADX 29로 큰 그림 긍정적. 일봉 MA50까지 풀백 중, 지지 확인 시 pass 가능. 현재는 관망.",False,아이티센씨티에스,93693830040
306200,44.0,skip,A3,A4,A5,pullback_ma10,pullback_ma50,normal,0.0,0.0,-0.005,0.277,drawdown_deep,"1M A3, 1W A4, 1D A5로 하락 확인 정합. 190K 고점 후 MA10/20 모두 하회. drawdown_deep. 1D MA50 지지 여부 미확정 — skip.",False,세아제강,448419030000
009770,44.0,watch,A1,A4,A5,pullback_ma50,breaking,normal,0.0,0.0,-0.098,-0.051,,"1M=A1(월봉 정배열 전환 중)이나 1W=A4, 1D=A5로 단기 하락 추세 충돌. 월봉 정배열 완성 전 진입 불가, 1D 바닥 확인 후 재검토.",False,삼정펄프,70749179300
00104K,44.0,watch,A2,A4,A5,pullback_ma50,breaking,normal,0.0,0.0,-0.08,-0.021,,1M A2 장기 정배열이나 1W A4 / 1D A5로 단기 하락 확정. ret_30d 1M +115% 과열 이후 조정. 1W MA50(155K) 지지 확인 후 재진입 검토.,False,CJ4우(전환),652996104000
002995,43.0,skip,A4,A5,B3,pullback_ma10,riding,normal,0.0,0.0,-0.01,-0.17,drawdown_deep,"1M A4, 1W A5(하락 retest), 1D B3 TF 충돌. 큰 그림 하락 추세 재확인 중이며 entry 시기 아님.",False,금호건설우,4264160940
062040,43.0,skip,A3,A3,A5,pullback_ma10,pullback_ma20,normal,0.0,0.0,0.785,0.761,parabolic,"월봉·주봉 A3(토핑), 일봉 A5(하락 retest 확정). 큰 그림 파라볼릭 상승 후 조정 국면. 일봉 MA10/20 아래이며 재반등 미확인. parabolic risk 플래그.",False,산일전기,8419358750000
004370,43.0,watch,B3,B3,B5,riding,bounce_ma10,normal,0.0,0.0,0.071,-0.064,drawdown_deep,월봉/주봉 B3 박스권이나 일봉 B5 상승 확정 시도 중으로 분리. 일봉 MA tight+holding=true 긍정적이나 주봉 ADX 17.9 약한 방향성. 주봉 MA20 돌파 확인 필요.,False,농심,2357023775000
005305,42.8,watch,A2,A3,A4,pullback_ma10,pullback_ma10,normal,0.0,0.6,-0.024,0.017,,"1M 정배열 A2이나 1W A3(신고가 이후 토핑), 1D A4(MA 아래 첫 이탈) — TF 충돌. 일봉 accumulation_score 0.6 주목, MA10 회복 시 매수 검토 가능.",False,롯데칠성우,59233684000
000860,42.0,watch,A1,A4,A4,pullback_ma10,pullback_ma10,normal,0.0,0.0,0.041,0.122,,월봉 A1(상승 변곡 확인)이나 주봉/일봉 A4(신고가 후 하락 첫 시도). 장기 추세는 긍정적이나 단기 조정 중. MA 지지 확인 후 재진입 검토.,False,강남제비스코,191750000000
009180,42.0,watch,A1,B5,A4,pullback_ma20,breaking,normal,0.0,0.0,-0.008,0.065,,"월봉 A1 전환 초기, 주봉 B5 정배열 구조 양호하나 일봉에서 모든 MA 이탈로 TF 간 충돌. 주봉 MA20(~2990) 지지 확인 후 재진입 검토.",False,한솔로지스틱스,84608254125
015230,42.0,skip,A3,A4,A4,pullback_ma50,breaking,normal,0.0,0.0,-0.053,0.044,drawdown_deep,전 TF A3~A4. 급등 후 조정 중. 1M/1W/1D 모두 MA 아래 below_all 또는 직전. 거래량 감소. 진입 적합하지 않음.,False,대창단조,176433530000
214320,42.0,pass,B5,B5,A1,bounce_ma20,pullback_ma10,accumulation_suspect,0.0,0.0,0.156,0.125,,"전 TF 상승 전환 정합(1M B5, 1W B5, 1D A1). MA cluster 돌파 + ADX 40 강한 추세 + 거래량 증가 확인. 1D MA10 풀백 시 매수 적합.",False,이노션,814000000000
064400,42.0,watch,B4,B4,B4,bounce_ma50,bounce_ma20,accumulation_suspect,0.0,0.0,0.236,0.132,"low_history,accumulation_suspect",전 TF B4(상승 첫 시도) 정합. 일봉 거래량 급증 + MA20 근접 지지 탐색 중. accumulation_suspect 시각. 월봉 역사 짧아 low_history 주의. MA20 위 복귀 확인 시 pass ,False,LG씨엔에스,7973713520400
329180,42.0,watch,A2,A3,A3,riding,pullback_ma10,normal,0.0,0.0,0.35,0.156,,월봉 A2 상승이나 주봉/일봉은 A3 토핑 횡보로 분리. 일봉 MA10/MA20 복귀 확인 전까지 관망. 73만 저항 돌파 시 추세 연장.,False,HD현대중공업,78406035075000
023450,41.8,watch,B3,B3,B3,riding,riding,accumulation_suspect,0.3,0.6,-0.021,-0.137,"drawdown_deep,accumulation_suspect",전 TF B3 정합. 일봉 accumulation_score=0.6 매집 의심. MA 수렴 완성. B4 전환 돌파 대기 관망.,False,동남합성,103425000000
055490,41.0,watch,B4,B5,A4,pullback_ma10,pullback_ma10,normal,0.0,0.0,0.144,0.289,drawdown_deep,주봉 B5(정배열 완성 + MA10 근접 눌림) 대비 일봉 A4(고점 후 MA아래 이탈) 충돌. 월봉 장기 저점 반등 흐름은 긍정적이나 일봉 조정 미완 — 주봉 MA10 지지 확인 후 진입 관망.,False,테이팩스,85758307000
003925,41.0,skip,A3,A3,A4,pullback_ma20,pullback_ma50,normal,0.0,0.0,-0.064,0.078,,"월봉/주봉 A3 토핑 횡보, 일봉 A4 하락 첫 시도. 급등 이후 조정 국면으로 A3~A4 전환 중. MA 전체 아래 위치+거래량 감소. 조정 마무리 확인 전 관망.",False,남양유업우,73200000000
007980,41.0,watch,B4,B5,A4,pullback_ma10,breaking,normal,0.0,0.0,0.052,-0.013,drawdown_deep,주봉 B5 정배열(눌림목) 대 일봉 A4(고점 후 MA 이탈) 충돌. 주봉 MA50(1810) 지지 여부가 핵심 — 주봉 MA50 위 복귀 확인 시 재진입 검토.,False,TP,89996014650
034590,41.0,watch,B5,B5,B4,pullback_ma10,pullback_ma10,normal,0.0,0.0,-0.013,0.048,,"1W 정배열 B5 구조, 1M 월봉 MA 위 회복. 1D만 MA 아래 소폭 이탈이나 괴리 작음(-0.8%). 전고점 대비 -21.2%. 1D MA 회복 확인 시 pass 전환 가능. 현재는 변곡 대기.",False,인천도시가스,115493505600
033530,41.0,watch,A4,A5,B4,breaking,pullback_ma10,normal,0.0,0.0,0.14,-0.186,drawdown_deep,"월봉·주봉은 A4/A5(하락 확인 중)이나, 일봉은 MA 위 수렴으로 B4 반등 시도 형태. TF 충돌. drawdown_deep 플래그 있음. 변곡 확인 대기.",False,SJG세종,237034587720
008770,41.0,watch,B4,B5,A4,pullback_ma10,breaking,normal,0.0,0.0,0.283,0.262,drawdown_deep,"1W B5 정배열 복귀 확인, 1M B4 반등 시도. 1D A4 단기 조정. 분리 상태. 1D MA50 지지 확인 후 watch 지속.",False,호텔신라,2217518836500
072130,41.0,watch,B3,A4,A5,pullback_ma20,breaking,normal,0.0,0.0,-0.072,0.009,drawdown_deep,"1M 박스권 B3, 1W A4(조정 중), 1D A5(고점 이탈 확정) — TF 간 충돌. 주봉 MA20 지지 여부가 관건. 일봉 반등 확인 전 관망.",False,유엔젤,61699906440
000590,40.4,watch,A2,A3,A4,pullback_ma10,pullback_ma10,normal,0.0,0.3,-0.001,-0.005,accumulation_suspect,"월봉 A2(정배열 상승), 주봉 A3(토핑 횡보), 일봉 A4(하락 첫 시도) TF 간 충돌. 일봉 accumulation_score 0.3+거래량 증가로 저점 매집 가능성. 월봉 정배열 지속 여부 확인 필요.",False,CS홀딩스,88779665800
181710,40.4,watch,A2,A3,A4,pullback_ma10,pullback_ma10,normal,0.0,0.3,0.019,0.069,,"월봉 A2 상승 추세 진행 중이나 주봉 토핑 신호(A3), 일봉 A4 하락 첫 시도. 큰 그림 상승 추세 유지 여부는 주봉 MA20(37200) 지지 확인 후 판단 필요.",False,NHN,1274097107100
454910,40.0,watch,B4,A3,A4,pullback_ma10,pullback_ma20,normal,0.0,0.0,0.172,0.176,low_history,1W A3 토핑 vs 1D A4 하락 시도 충돌. 1M 데이터 부족. MA50 지지 확인 후 재판단. 변동성 높음(atr_pct 26%).,False,두산로보틱스,6994075842000
005940,40.0,watch,A2,A3,A5,pullback_ma20,breaking,normal,0.0,0.0,0.0,0.381,,월봉 A2(상승 중) vs 주봉 A3(고점 횡보) vs 일봉 A5(하락 retest). 장기 강세 추세 유효하나 일봉 단기 하락 압박. 주봉 MA20(31k) 지지 확인 시 재진입 고려.,False,NH투자증권,11456471463350
244920,40.0,watch,A2,A3,B4,pullback_ma10,bounce_ma10,normal,0.0,0.0,0.123,0.277,,"월봉 A2(대상승 지속)이나 주봉 A3(토핑 횡보 징후), 일봉 B4(반등 첫 시도) — TF 간 사이클 충돌. 주봉 MA10 하락 전환이 핵심 관찰 포인트. 일봉 반등 확정 여부 대기.",False,에이플러스에셋,259084161780
003230,40.0,watch,A2,A3,A2,riding,bounce_ma10,normal,0.0,0.0,0.123,0.075,parabolic,"월봉 A2 강세 + 일봉 A2 정합이나 주봉 A3(고점 횡보, ADX 15 추세 약화). 페러볼릭(90d +2139%) 후 조정 위험. 일봉 MA10 이탈 여부 모니터링 필요.",False,삼양식품,9800452515000
005387,40.0,skip,A2,A3,A5,pullback_ma10,pullback_ma50,normal,0.0,0.0,0.046,0.135,,"월봉 A2이나 주봉 A3 토핑, 일봉 A5 하락 retest 정합 방향으로 진행 중. 일봉 MA50 아래에서 반등 신호 부재. ADX 전체 약화 중. 일봉 MA20 이상 복귀 전까지 매매 회피.",False,현대차2우B,9580116820000
000157,40.0,skip,A2,A3,A5,pullback_ma10,pullback_ma50,normal,0.0,0.0,0.269,0.083,parabolic,"1M A2 강세이나 1W A3 토핑, 1D A5 하락 retest로 TF 충돌. 일봉 MA10/20 모두 하회. 1M/1W 거래량 감소(vol_avg 0.33~0.44). skip.",False,두산2우B,500101280000
000850,39.8,watch,B3,A4,B3,pullback_ma50,pullback_ma10,accumulation_suspect,0.0,0.6,-0.035,-0.066,accumulation_suspect,"월봉 B3, 주봉 A4(하락 시도), 일봉 B3(바닥 다지기) 혼재. 일봉 accumulation_score=0.6 + holding=true 매집 신호 양호. 주봉 vol_avg 6.86배 폭증은 중요 관심 신호.",False,화천기공,77660000000
003547,39.4,watch,A2,A3,A5,pullback_ma10,breaking,normal,0.0,0.3,-0.079,0.003,drawdown_deep,"월봉(1M) A2 장기 상승 추세 유효하나 주봉(1W) A3 토핑, 일봉(1D) A5 하락 확정으로 TF 충돌. 월봉 정배열 구조는 살아있으므로 주봉 MA50(20,974) 지지 확인 후 재진입 타이밍 탐색 가능. ",False,대신증권2우B,199987993200
010960,39.0,watch,B3,A4,A5,pullback_ma50,breaking,dry,0.0,0.0,-0.075,-0.067,drawdown_deep,월봉 B3(박스) 대 주봉 A4·일봉 A5 충돌. 일봉 바닥권 아래꼬리 출현은 기술적 반등 가능성이나 MA 역배열 지속 중 — 주봉 MA50 돌파 후 재진입 검토.,False,삼호개발,82490400000
031440,39.0,watch,B3,B5,A4,pullback_ma10,breaking,normal,0.0,0.0,-0.085,-0.067,drawdown_deep,"1W B5 상승 전환 확인(정배열+ADX44), 1D 급락 A4. 1M B3 기저 형성. 1W 추세 우위이나 1D 눌림 심함. MA50(44000) 지지 확인 시 매수 검토 가능.",False,신세계푸드,180263944000
030720,39.0,watch,B3,B5,A4,pullback_ma20,breaking,normal,0.0,0.0,0.017,0.007,drawdown_deep,"1W B5(상승 retest - MA20 근처 풀백), 1M B3(바닥 형성 중), 1D A4(고점 후 하락). TF 충돌 상태. 주봉 MA 상향이 긍정적이나 일봉 MA 아래 하락 중. 주봉 MA20 지지 확인 후 ",False,동원수산,28434748550
001290,39.0,skip,B4,A3,A5,pullback_ma10,breaking,normal,0.0,0.0,0.026,0.648,drawdown_deep,1W 정배열 강세 후 고점 대비 -38.95% 급락. 1D A5 전환(MA20 저항+하락). 1W recent_strong_bull holding=false(-28%). drawdown_deep 자동 플래그. 단기 ,False,상상인증권,120904225920
001530,39.0,watch,A3,B4,B4,bounce_ma10,pullback_ma10,normal,0.0,0.0,0.332,0.401,drawdown_deep,"1W/1D B4(상승 시도), 1M은 A3/토핑 이후 범주. MA10 근방 지지 확인 대기.",False,DI동일,570715358550
009160,39.0,watch,B3,B5,A4,pullback_ma10,pullback_ma50,normal,0.0,0.0,0.051,0.105,drawdown_deep,"월봉 B3(바닥), 주봉 B5(상승 retest), 일봉 A4(첫 하락). 주봉 MA20 지지 유효하나 일봉 깊은 풀백. MA50 지지 확인 후 재판단 필요.",False,SIMPAC,368038549840
082640,39.0,watch,A1,A4,A5,pullback_ma50,pullback_ma50,normal,0.0,0.0,-0.122,0.168,,월봉 A1(복구 시작)이나 일봉 A5(하락 retest). 큰 그림 바닥 복구 중이나 단기 역배열 완전 해소 전 진입은 부담. 주봉 MA50 지지 여부 확인 필요.,False,동양생명,1196999996270
005385,38.0,skip,A2,A3,A4,pullback_ma10,pullback_ma50,normal,0.0,0.0,0.053,0.162,,"1M A2 이나 1W A3(토핑 후 수렴), 1D A4(전 MA 하회) 로 TF 간 충돌. 큰 그림 A2 이지만 단기-중기는 하락 첫 시도 단계. MA50(1D) 반등 확인 전까지 신규 진입 불적합.",False,현대차우,6512127840000
134380,38.0,watch,A2,A3,A4,pullback_ma10,breaking,normal,0.0,0.0,-0.03,0.198,parabolic,"1M A2 강세 구조이나 1W A3 토핑, 1D A4 하락 시도. TF 충돌. 큰 그림 상승 추세 유지이나 단기 조정 폭 확인 필요. MA20(1D) 회복 시 재진입 검토.",False,미원화학,248297357200
018670,38.0,watch,A2,A3,A4,pullback_ma20,pullback_ma50,normal,0.0,0.0,-0.083,0.053,,"1M A2 장기 상승 추세 유지, 1W A3 토핑 횡보, 1D A4 단기 하락. TF 충돌. 1D MA50 지지 반등 확인 시 재평가.",False,SK가스,2328196866000
006125,38.0,watch,A2,A3,A4,pullback_ma10,pullback_ma20,normal,0.0,0.0,0.028,-0.012,,월봉 A2 강세 vs 주봉 A3 횡보 vs 일봉 A4 하락 첫 시도. TF 충돌. 일봉 MA50(40800) 지지 확인 후 매수 or 이탈 시 skip. 월봉 장기 우상향 구조는 훼손 안 됨.,False,SK디스커버리우,50684660750
060980,38.0,watch,A2,A3,A4,pullback_ma10,pullback_ma50,normal,0.0,0.0,0.05,-0.008,,월봉 A2(장기 회복) vs 주봉 A3(고점 후 조정) vs 일봉 A4(하락 첫 시도) — TF 간 분리. 월봉 큰그림은 회복 추세이나 단기 조정 진행 중. MA50 지지 확인 후 반등 여부 관망 필요.,False,HL홀딩스,413541480850
005720,38.0,watch,A1,A3,A4,pullback_ma10,breaking,normal,0.0,0.0,0.047,0.127,,"월봉 A1 상승 초입이나 주봉 A3 토핑 박스, 일봉 A4 이탈. TF 충돌. 일봉 MA50 지지 확인 시 재진입 고려.",False,넥센,363078881070
032350,38.0,watch,A2,A5,B3,pullback_ma10,riding,normal,0.0,0.0,0.169,-0.105,drawdown_deep,"1M A2(상승 추세 양호), 1W A5(하락 retest 시도), 1D B3(바닥 횡보). TF 간 충돌. drawdown_deep 플래그. 주봉 방향 결정 대기.",False,롯데관광개발,1498895755420
004365,38.0,watch,A2,A3,A4,pullback_ma10,breaking,normal,0.0,0.0,0.005,0.044,,1M A2 우호적이나 1W A3 횡보+1D A4 MA 이탈로 충돌. 일봉 MA50(9588) 지지 여부 확인 필요. 월봉 정배열은 긍정이나 단기 하향 압력 존재.,False,세방우,34678950000
004970,38.0,skip,B3,B3,A4,riding,breaking,normal,0.0,0.0,-0.047,-0.01,,"1M/1W=B3(박스 횡보), 1D=A4(하락 중). 분리. 일봉 하락 추세, 반등 신호 없음. 현시점 매매 회피.",False,신라교역,147360000000
014680,38.0,watch,A1,A3,A4,pullback_ma10,pullback_ma50,normal,0.0,0.0,0.041,0.122,,"1M A1 상승 출발이나 1W A3 토핑, 1D A4 첫 하락 시도로 TF 분리. 1D MA50 지지(285,670원) 확인 여부가 핵심. ADX 1D 12.97 극히 낮아 추세력 부재. MA50 반등 확인 후 재진",False,한솔케미칼,3524760450000
014790,38.0,watch,B4,B5,A5,pullback_ma50,breaking,normal,0.0,0.0,-0.18,0.037,drawdown_deep,"1W=B5(정배열 MA50 retest), 1D=A5(급등 후 역배열 급락), 1M=B4(반등 시도). TF 충돌 심각. 1W MA50 지지 여부가 핵심.",False,HL D&I,111114993935
194370,38.0,watch,A2,A3,A4,pullback_ma10,breaking,normal,0.0,0.0,0.075,-0.019,,"월봉 A2 상승 구조이나 주봉 A3 토핑, 일봉 A4 이탈. TF 충돌. 일봉 MA50 지지 여부 확인 후 판단.",False,제이에스코퍼레이션,365030815640
227840,38.0,watch,B4,B5,B4,pullback_ma10,pullback_ma50,normal,0.0,0.0,0.051,0.056,,1W 정배열 B5 구조에서 MA10 부근 풀백. 1D MA50 지지 테스트 중. ADX 1W 13.68로 추세 약함. 14500 고점 대비 -11.7%. MA10 반등 확인 시 pass 전환 가능. 현재는 변곡 대기,False,현대코퍼레이션홀딩스,115398600480
009540,38.0,watch,A2,A3,A4,pullback_ma10,pullback_ma50,normal,0.0,0.0,0.074,-0.036,,"1M A2 강세이나 1W A3 박스·수렴, 1D MA10·MA20 하향이탈(A4) — TF 충돌, MA50 지지 확인 필요",False,HD한국조선해양,31883288758000
003545,37.0,watch,A2,A3,A5,pullback_ma10,breaking,normal,0.0,0.0,-0.082,0.012,drawdown_deep,월봉 A2(장기 상승) vs 주봉 A3/일봉 A5 충돌. 큰 그림 상승 추세 내 단기 하락 조정 심화. drawdown_deep. 월봉 MA10 수렴 확인 후 반등 여부 판단.,False,대신증권우,536582507100
018260,37.0,watch,B4,B4,A4,pullback_ma10,breaking,normal,0.0,0.0,0.081,-0.09,,"월봉 B4(상승 시도 미확정), 주봉 MA 수렴 횡보, 일봉 MA20 아래 풀백. TF간 사이클 방향은 유사하나 일봉이 단기 약세. MA50 지지 확인 후 재평가 필요.",False,삼성에스디에스,15181524360000
011780,37.0,watch,B4,B4,A4,pullback_ma10,pullback_ma50,normal,0.0,0.0,0.087,0.1,,1D 정배열 유지 중이나 MA50 아래로 첫 음봉(A4). 1W/1M은 아직 하락 추세에서 상승 시도 초입(B4). TF간 사이클 위치 다소 불일치. ADX 전 TF 낮아 추세력 부재. MA50 지지 확인 후 재진입,False,금호석유화학,3738378495000
204320,37.0,watch,A1,A3,A5,pullback_ma10,pullback_ma50,normal,0.0,0.0,0.094,-0.064,drawdown_deep,월봉 A1 회복세이나 주봉 A3 토핑/일봉 A5 retest 실패 충돌. 일봉 MA50 지지 여부가 관건. 주봉 vol_avg 4.1x 폭증 후 조정 중으로 재진입 신호 미확정.,False,HL만도,2995864256000
058650,37.0,watch,A2,A3,A3,pullback_ma20,pullback_ma50,accumulation_suspect,0.0,0.0,-0.005,0.14,accumulation_suspect,1M 정배열 A2이나 1W/1D는 A3 토핑 박스권. 1D에서 volume spike + accumulation_candle_score 0.6 — 방향 돌파 대기.,False,세아홀딩스,670273288000
010780,37.0,watch,B4,B5,A3,pullback_ma10,pullback_ma20,normal,0.0,0.0,-0.012,0.201,"drawdown_deep,accumulation_suspect","1W B5(buy zone 근접, MA10 풀백 중) 이나 1D A3(박스 횡보), 1M B4(MA50 저항). TF 분리 상태. 1W MA10 지지 확인 + 1D 박스 상단 돌파 시 pass 전환 가능.",False,아이에스동서,1005226300800
415640,37.0,watch,A3,A3,B3,pullback_ma10,riding,normal,0.0,0.0,-0.009,-0.016,low_history,상장 약 1.5년으로 월봉 데이터 부족(19봉). 전 TF 공통적으로 10000 부근 수렴 박스. 일봉 ATR 초저값 및 MA 완전수렴으로 방향성 돌파 대기 상태.,False,KB발해인프라,1227906390960
005257,37.0,watch,B4,B4,A2,riding,riding,accumulation_suspect,0.0,0.0,0.256,0.123,drawdown_deep,1D는 A2 정배열 강세 구조이나 1M/1W는 장기 하락 추세 내 반등(B4). TF 충돌. 1D 추세는 양호하나 월봉 피크 대비 -90% 역사 감안 신중 접근 필요. 거래량 폭증 주목.,False,녹십자홀딩스2우,20811354000
067830,37.0,watch,B4,B4,A4,pullback_ma50,breaking,accumulation_suspect,0.0,0.0,-0.075,-0.122,drawdown_deep,"1M/1W B4(상승 첫 시도, 장기 관점 회복 중), 1D A4(단기 하락 확정) — TF 충돌. 월봉/주봉 큰 그림 회복 시그널 있으나 일봉 단기 추세 하락. 주봉 MA50 지지 여부 확인 필요. 관망.",False,세이브존I&C,111220825450
009680,36.4,watch,A2,A3,A3,pullback_ma10,pullback_ma10,normal,0.0,0.3,-0.025,0.022,,"월봉 A2 상승 추세, 주봉/일봉 A3 토핑 횡보. 분리형. 피크 -13.9% 낙폭 제한적. MA 수렴 후 방향성 결정 대기. 일봉 미약 accumulation 신호 관찰 중.",False,모토닉,221894889740
